Account length,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day charge,Total eve minutes,Total eve charge,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls
103.0,0.0,0.0,0.0,263.4,44.78,179.1,15.22,214.7,112.0,10.3,2.0,0
98.0,1.0,0.0,0.0,12.5,2.13,256.6,21.81,169.4,88.0,7.7,9.0,1
78.0,0.0,0.0,0.0,162.3,27.59,192.4,16.35,240.6,100.0,10.1,3.0,2
50.0,0.0,0.0,0.0,183.6,31.21,58.6,4.98,202.6,99.0,8.7,3.0,1
86.0,0.0,1.0,38.0,123.0,20.91,133.9,11.38,138.2,103.0,13.3,4.0,1
92.0,0.0,0.0,0.0,208.0,35.36,198.9,16.91,76.4,97.0,8.6,6.0,0
174.0,0.0,0.0,0.0,239.2,40.66,188.5,16.02,105.6,116.0,8.8,3.0,1
124.0,0.0,0.0,0.0,193.0,32.81,89.8,7.63,172.8,104.0,15.3,3.0,1
190.0,0.0,1.0,26.0,116.7,19.84,145.9,12.4,175.1,103.0,9.9,3.0,1
101.0,0.0,0.0,0.0,93.8,15.95,150.0,12.75,241.1,116.0,10.7,2.0,1
185.0,1.0,1.0,30.0,154.1,26.2,118.7,10.09,258.4,105.0,12.9,3.0,2
68.0,0.0,1.0,29.0,239.5,40.72,203.8,17.32,167.8,70.0,9.9,6.0,0
117.0,0.0,1.0,25.0,216.0,36.72,224.1,19.05,267.9,112.0,11.8,4.0,0
118.0,0.0,0.0,0.0,187.4,31.86,177.8,15.11,233.4,97.0,12.2,6.0,1
124.0,0.0,0.0,0.0,167.4,28.46,233.2,19.82,109.6,115.0,10.3,5.0,0
22.0,0.0,0.0,0.0,160.4,27.27,218.1,18.54,192.9,115.0,12.5,4.0,1
75.0,0.0,0.0,0.0,143.2,24.34,209.1,17.77,173.0,96.0,11.9,9.0,1
164.0,0.0,1.0,25.0,219.1,37.25,151.5,12.88,50.1,60.0,14.3,6.0,1
177.0,0.0,0.0,0.0,232.8,39.58,175.2,14.89,212.2,77.0,12.5,7.0,2
110.0,0.0,0.0,0.0,162.0,27.54,247.5,21.04,155.5,99.0,8.9,8.0,0
158.0,0.0,0.0,0.0,209.9,35.68,221.3,18.81,210.0,93.0,8.2,3.0,1
114.0,0.0,0.0,0.0,191.5,32.56,175.2,14.89,220.3,118.0,0.0,0.0,0
64.0,0.0,1.0,19.0,291.1,49.49,226.7,19.27,219.1,67.0,7.5,2.0,1
111.0,0.0,0.0,0.0,255.9,43.5,204.1,17.35,171.3,84.0,12.3,5.0,3
60.0,0.0,0.0,0.0,252.7,42.96,221.1,18.79,109.9,100.0,12.4,4.0,2
113.0,0.0,0.0,0.0,132.1,22.46,247.5,21.04,246.2,123.0,6.9,6.0,3
109.0,0.0,0.0,0.0,217.0,36.89,207.0,17.6,268.0,106.0,8.2,4.0,1
105.0,0.0,1.0,42.0,101.9,17.32,223.1,18.96,241.6,77.0,12.9,2.0,0
85.0,0.0,0.0,0.0,211.5,35.96,184.6,15.69,164.3,131.0,13.3,4.0,2
131.0,0.0,0.0,0.0,153.4,26.08,198.5,16.87,164.4,83.0,10.4,3.0,0
59.0,0.0,0.0,0.0,166.3,28.27,239.3,20.34,123.2,108.0,10.0,3.0,2
148.0,0.0,0.0,0.0,185.2,31.48,170.4,14.48,165.1,104.0,9.5,13.0,1
210.0,0.0,0.0,0.0,104.6,17.78,149.5,12.71,255.1,67.0,6.5,8.0,2
106.0,0.0,0.0,0.0,274.4,46.65,198.6,16.88,160.8,62.0,6.0,3.0,1
57.0,0.0,1.0,29.0,279.9,47.58,223.1,18.96,251.7,94.0,13.0,2.0,1
98.0,0.0,0.0,0.0,187.2,31.82,195.6,16.63,181.8,129.0,5.1,4.0,1
157.0,0.0,0.0,0.0,276.2,46.95,165.8,14.09,151.6,79.0,2.2,4.0,3
116.0,0.0,1.0,35.0,200.4,34.07,272.8,23.19,214.5,100.0,8.3,4.0,1
30.0,0.0,0.0,0.0,162.3,27.59,244.0,20.74,180.1,89.0,9.1,4.0,2
111.0,0.0,0.0,0.0,176.9,30.07,102.8,8.74,213.7,84.0,10.5,2.0,4
52.0,0.0,0.0,0.0,165.5,28.14,205.5,17.47,213.6,124.0,12.2,6.0,0
135.0,0.0,1.0,28.0,201.4,34.24,246.5,20.95,154.8,131.0,12.9,4.0,2
86.0,0.0,0.0,0.0,190.5,32.39,179.6,15.27,258.5,89.0,10.1,5.0,3
151.0,0.0,0.0,0.0,235.9,40.1,80.6,6.85,212.8,116.0,5.8,2.0,3
117.0,0.0,0.0,0.0,144.6,24.58,258.8,22.0,253.2,113.0,7.4,9.0,2
82.0,0.0,0.0,0.0,101.0,17.17,155.6,13.23,304.4,93.0,13.3,2.0,0
152.0,0.0,0.0,0.0,206.3,35.07,292.8,24.89,43.7,121.0,10.6,4.0,1
108.0,0.0,1.0,15.0,165.1,28.07,267.0,22.7,250.7,114.0,10.9,4.0,1
98.0,0.0,0.0,0.0,165.0,28.05,202.6,17.22,172.3,94.0,12.5,7.0,1
47.0,0.0,0.0,0.0,155.3,26.4,188.2,16.0,247.0,73.0,12.3,4.0,3
189.0,0.0,0.0,0.0,208.3,35.41,236.7,20.12,179.1,120.0,11.3,5.0,3
159.0,0.0,0.0,0.0,189.1,32.15,246.1,20.92,242.0,106.0,10.4,5.0,1
11.0,0.0,1.0,24.0,131.5,22.36,230.2,19.57,283.7,87.0,10.0,3.0,2
111.0,0.0,0.0,0.0,142.3,24.19,122.8,10.44,229.5,94.0,12.8,9.0,2
99.0,0.0,1.0,19.0,87.7,14.91,223.0,18.96,182.3,112.0,7.3,4.0,2
114.0,1.0,1.0,31.0,174.5,29.67,224.2,19.06,116.3,91.0,12.3,10.0,2
71.0,0.0,0.0,0.0,103.3,17.56,138.5,11.77,164.8,98.0,9.0,2.0,2
100.0,0.0,1.0,25.0,246.6,41.92,141.4,12.02,189.8,109.0,13.0,5.0,1
83.0,0.0,1.0,37.0,78.5,13.35,210.5,17.89,179.7,102.0,11.8,4.0,1
64.0,0.0,0.0,0.0,148.1,25.18,164.9,14.02,216.0,125.0,12.3,2.0,5
105.0,0.0,0.0,0.0,206.2,35.05,256.4,21.79,117.1,91.0,9.0,3.0,1
144.0,0.0,1.0,33.0,251.6,42.77,197.6,16.8,209.2,97.0,12.2,3.0,2
106.0,1.0,1.0,26.0,270.3,45.95,215.2,18.29,254.0,133.0,14.4,7.0,1
19.0,0.0,1.0,34.0,156.6,26.62,224.2,19.06,260.9,135.0,11.3,1.0,1
46.0,0.0,0.0,0.0,139.4,23.7,223.7,19.01,173.1,77.0,13.6,6.0,1
127.0,0.0,0.0,0.0,220.2,37.43,188.4,16.01,172.7,113.0,11.7,3.0,2
9.0,0.0,1.0,39.0,214.1,36.4,169.2,14.38,189.7,117.0,10.1,3.0,1
157.0,0.0,0.0,0.0,196.0,33.32,213.4,18.14,196.8,81.0,7.9,6.0,1
105.0,0.0,0.0,0.0,106.4,18.09,240.1,20.41,147.7,114.0,5.3,4.0,6
31.0,0.0,0.0,0.0,177.3,30.14,152.8,12.99,162.9,92.0,5.1,2.0,0
95.0,0.0,1.0,32.0,262.2,44.57,165.2,14.04,194.3,57.0,10.6,5.0,0
132.0,0.0,0.0,0.0,193.3,32.86,128.3,10.91,162.1,119.0,11.6,4.0,5
119.0,0.0,1.0,24.0,217.2,36.92,138.7,11.79,139.3,85.0,11.3,4.0,0
16.0,0.0,0.0,0.0,209.5,35.62,172.8,14.69,94.1,102.0,8.8,4.0,1
99.0,0.0,0.0,0.0,95.4,16.22,207.2,17.61,136.0,117.0,5.6,5.0,1
76.0,0.0,1.0,26.0,214.6,36.48,205.2,17.44,134.6,140.0,8.1,2.0,1
167.0,0.0,0.0,0.0,131.6,22.37,211.3,17.96,168.3,97.0,11.1,4.0,4
129.0,0.0,0.0,0.0,168.4,28.63,217.1,18.45,81.6,100.0,11.8,7.0,1
116.0,0.0,0.0,0.0,146.4,24.89,176.6,15.01,212.6,102.0,7.8,5.0,1
60.0,1.0,0.0,0.0,183.0,31.11,206.7,17.57,203.8,119.0,11.1,6.0,1
47.0,0.0,1.0,28.0,112.2,19.07,154.8,13.16,166.7,105.0,10.6,2.0,0
40.0,1.0,0.0,0.0,170.7,29.02,179.1,15.22,281.9,89.0,8.2,9.0,3
173.0,0.0,0.0,0.0,172.5,29.33,142.6,12.12,102.0,63.0,10.9,2.0,0
157.0,0.0,1.0,30.0,194.3,33.03,243.2,20.67,322.2,114.0,7.1,5.0,1
66.0,0.0,1.0,32.0,187.8,31.93,129.8,11.03,132.3,113.0,12.0,3.0,2
50.0,1.0,1.0,26.0,307.1,52.21,289.4,24.6,174.9,109.0,8.0,3.0,0
72.0,0.0,0.0,0.0,118.2,20.09,167.2,14.21,214.2,106.0,12.2,3.0,3
130.0,0.0,0.0,0.0,154.0,26.18,205.9,17.5,233.7,75.0,12.9,1.0,1
143.0,0.0,0.0,0.0,155.5,26.44,213.4,18.14,237.9,61.0,7.6,11.0,1
32.0,0.0,0.0,0.0,157.9,26.84,180.8,15.37,132.5,102.0,12.8,3.0,1
166.0,0.0,0.0,0.0,203.4,34.58,167.7,14.25,132.0,124.0,9.2,5.0,2
72.0,0.0,1.0,39.0,92.8,15.78,271.2,23.05,167.1,83.0,5.8,7.0,1
134.0,0.0,1.0,32.0,216.8,36.86,102.2,8.69,174.0,83.0,8.6,2.0,0
13.0,0.0,0.0,0.0,193.2,32.84,194.4,16.52,186.5,104.0,9.7,2.0,4
90.0,0.0,0.0,0.0,113.2,19.24,189.3,16.09,271.8,124.0,14.1,4.0,3
111.0,0.0,1.0,36.0,166.2,28.25,238.8,20.3,108.8,92.0,11.2,2.0,3
101.0,0.0,1.0,23.0,262.2,44.57,157.0,13.35,129.1,100.0,7.3,14.0,1
72.0,0.0,0.0,0.0,207.8,35.33,195.7,16.63,184.8,124.0,13.1,4.0,0
67.0,0.0,1.0,35.0,245.4,41.72,148.2,12.6,274.0,136.0,7.5,6.0,1
172.0,0.0,0.0,0.0,287.1,48.81,178.4,15.16,153.2,98.0,14.4,2.0,3
154.0,0.0,1.0,32.0,192.3,32.69,165.3,14.05,205.0,74.0,9.0,1.0,2
69.0,0.0,0.0,0.0,194.2,33.01,242.1,20.58,215.8,80.0,9.7,3.0,2
123.0,0.0,0.0,0.0,211.0,35.87,217.0,18.45,214.8,104.0,9.8,7.0,3
130.0,0.0,1.0,12.0,141.9,24.12,228.9,19.46,195.1,101.0,8.7,5.0,0
142.0,0.0,1.0,26.0,220.5,37.49,239.5,20.36,254.3,109.0,5.9,9.0,2
87.0,0.0,1.0,28.0,143.5,24.4,223.5,19.0,175.4,69.0,11.2,5.0,0
149.0,0.0,0.0,0.0,156.0,26.52,56.0,4.76,163.3,104.0,8.9,8.0,0
146.0,1.0,0.0,0.0,160.1,27.22,208.4,17.71,177.6,98.0,9.2,3.0,2
88.0,1.0,0.0,0.0,235.1,39.97,251.8,21.4,285.9,76.0,7.2,2.0,4
48.0,0.0,0.0,0.0,188.4,32.03,165.9,14.1,205.7,71.0,13.2,2.0,1
135.0,0.0,0.0,0.0,194.8,33.12,235.3,20.0,174.4,126.0,11.0,3.0,1
100.0,0.0,0.0,0.0,247.8,42.13,130.0,11.05,134.3,125.0,6.9,2.0,1
98.0,0.0,0.0,0.0,221.2,37.6,213.6,18.16,291.8,89.0,11.9,3.0,4
75.0,0.0,1.0,26.0,118.5,20.15,213.9,18.18,132.6,99.0,13.4,3.0,2
180.0,0.0,1.0,33.0,231.8,39.41,232.9,19.8,206.9,121.0,7.6,4.0,1
100.0,0.0,1.0,25.0,215.9,36.7,257.9,21.92,180.2,157.0,11.6,4.0,1
119.0,0.0,1.0,35.0,217.1,36.91,220.8,18.77,249.5,93.0,8.0,5.0,2
155.0,0.0,1.0,39.0,183.3,31.16,205.1,17.43,263.7,90.0,5.1,7.0,1
78.0,1.0,0.0,0.0,236.8,40.26,265.3,22.55,152.4,77.0,9.5,2.0,1
153.0,0.0,0.0,0.0,193.8,32.95,195.3,16.6,182.7,108.0,8.5,3.0,1
154.0,0.0,0.0,0.0,191.4,32.54,205.4,17.46,205.7,121.0,10.2,3.0,3
48.0,0.0,0.0,0.0,275.2,46.78,180.2,15.32,159.0,110.0,7.9,2.0,1
94.0,0.0,0.0,0.0,174.0,29.58,241.1,20.49,207.8,94.0,7.9,1.0,1
139.0,0.0,0.0,0.0,165.0,28.05,249.7,21.22,170.3,128.0,12.6,8.0,1
126.0,0.0,0.0,0.0,228.7,38.88,168.7,14.34,223.5,100.0,11.8,4.0,1
122.0,0.0,0.0,0.0,107.9,18.34,235.8,20.04,228.6,119.0,9.5,3.0,2
131.0,0.0,1.0,28.0,249.6,42.43,227.2,19.31,239.9,92.0,7.6,3.0,3
36.0,0.0,0.0,0.0,178.6,30.36,213.1,18.11,198.0,119.0,10.9,5.0,1
180.0,0.0,0.0,0.0,139.0,23.63,224.9,19.12,170.8,118.0,15.7,5.0,2
25.0,0.0,0.0,0.0,134.3,22.83,202.3,17.2,195.9,100.0,12.6,5.0,2
120.0,0.0,0.0,0.0,178.4,30.33,168.3,14.31,120.5,93.0,9.3,9.0,1
109.0,0.0,0.0,0.0,170.7,29.02,240.2,20.42,119.0,112.0,11.4,4.0,2
162.0,0.0,1.0,33.0,184.5,31.37,183.2,15.57,127.4,106.0,12.3,6.0,0
124.0,0.0,1.0,37.0,161.2,27.4,204.2,17.36,231.5,87.0,8.9,4.0,1
177.0,0.0,0.0,0.0,84.9,14.43,257.5,21.89,210.5,66.0,7.5,5.0,2
91.0,0.0,0.0,0.0,217.9,37.04,230.1,19.56,232.1,110.0,10.6,2.0,1
105.0,0.0,0.0,0.0,270.9,46.05,226.2,19.23,178.8,60.0,8.8,5.0,0
24.0,0.0,0.0,0.0,243.0,41.31,183.9,15.63,184.3,109.0,15.3,6.0,0
86.0,0.0,0.0,0.0,126.3,21.47,168.8,14.35,154.6,95.0,9.8,7.0,2
91.0,0.0,0.0,0.0,159.0,27.03,255.1,21.68,82.4,73.0,10.1,4.0,0
147.0,1.0,1.0,24.0,219.9,37.38,208.5,17.72,352.5,111.0,8.1,4.0,3
108.0,0.0,1.0,34.0,162.1,27.56,171.8,14.6,259.8,76.0,9.6,3.0,4
159.0,0.0,0.0,0.0,198.8,33.8,195.5,16.62,213.3,120.0,16.5,7.0,5
136.0,1.0,0.0,0.0,256.8,43.66,230.1,19.56,143.6,82.0,9.1,10.0,3
45.0,0.0,1.0,38.0,196.8,33.46,254.2,21.61,261.8,85.0,7.7,2.0,1
122.0,0.0,0.0,0.0,140.1,23.82,231.4,19.67,188.1,127.0,11.2,5.0,2
138.0,0.0,0.0,0.0,194.3,33.03,189.9,16.14,232.2,102.0,9.0,3.0,5
132.0,0.0,0.0,0.0,117.6,19.99,214.0,18.19,239.5,94.0,8.8,5.0,1
58.0,0.0,0.0,0.0,243.1,41.33,231.4,19.67,180.9,120.0,7.8,4.0,2
81.0,0.0,0.0,0.0,145.4,24.72,129.3,10.99,186.4,109.0,5.2,4.0,1
87.0,0.0,0.0,0.0,169.1,28.75,169.9,14.44,244.9,106.0,9.9,10.0,3
116.0,0.0,0.0,0.0,229.3,38.98,184.5,15.68,168.2,91.0,8.8,3.0,2
62.0,0.0,1.0,33.0,186.4,31.69,201.0,17.09,286.7,103.0,11.1,3.0,2
98.0,0.0,0.0,0.0,162.8,27.68,185.0,15.73,219.5,104.0,6.0,3.0,2
107.0,1.0,0.0,0.0,194.4,33.05,247.8,21.06,245.4,93.0,11.2,7.0,2
30.0,0.0,0.0,0.0,145.0,24.65,240.7,20.46,197.1,134.0,7.1,4.0,3
40.0,0.0,1.0,31.0,224.7,38.2,134.5,11.43,120.3,104.0,7.5,5.0,1
72.0,0.0,0.0,0.0,147.0,24.99,162.3,13.8,162.9,80.0,10.5,4.0,1
95.0,0.0,1.0,39.0,260.8,44.34,213.4,18.14,195.6,97.0,10.1,5.0,1
42.0,0.0,0.0,0.0,155.4,26.42,164.1,13.95,157.7,128.0,9.0,3.0,0
86.0,0.0,0.0,0.0,166.2,28.25,255.3,21.7,228.1,97.0,5.4,7.0,1
55.0,0.0,1.0,45.0,130.5,22.19,208.4,17.71,141.6,114.0,11.0,5.0,4
74.0,0.0,0.0,0.0,162.7,27.66,292.0,24.82,183.3,80.0,8.7,6.0,0
81.0,1.0,1.0,37.0,237.1,40.31,264.2,22.46,271.3,120.0,7.9,3.0,1
81.0,0.0,0.0,0.0,166.2,28.25,217.6,18.5,220.2,68.0,13.2,2.0,4
28.0,0.0,0.0,0.0,121.7,20.69,125.8,10.69,261.6,122.0,8.3,2.0,6
111.0,0.0,0.0,0.0,176.4,29.99,201.0,17.09,150.4,138.0,11.2,2.0,0
3.0,0.0,1.0,27.0,67.4,11.46,244.0,20.74,281.1,93.0,11.4,2.0,2
68.0,0.0,1.0,24.0,176.0,29.92,277.9,23.62,174.7,71.0,14.7,7.0,1
163.0,0.0,0.0,0.0,247.7,42.11,269.5,22.91,167.3,82.0,9.6,7.0,0
87.0,0.0,0.0,0.0,115.4,19.62,262.6,22.32,245.7,69.0,13.1,5.0,2
58.0,0.0,0.0,0.0,112.2,19.07,209.6,17.82,260.9,78.0,13.9,1.0,0
109.0,0.0,0.0,0.0,162.6,27.64,154.0,13.09,209.7,118.0,11.5,4.0,0
111.0,0.0,0.0,0.0,229.4,39.0,214.1,18.2,289.6,95.0,10.4,6.0,4
144.0,0.0,0.0,0.0,139.6,23.73,124.2,10.56,95.6,75.0,15.0,4.0,2
135.0,0.0,0.0,0.0,263.8,44.85,251.3,21.36,200.1,112.0,8.4,2.0,5
109.0,0.0,1.0,46.0,217.5,36.98,233.7,19.86,163.9,99.0,9.0,3.0,4
107.0,0.0,1.0,14.0,114.3,19.43,199.8,16.98,194.7,74.0,7.5,8.0,1
149.0,0.0,0.0,0.0,196.3,33.37,136.8,11.63,154.7,87.0,7.7,3.0,2
56.0,0.0,0.0,0.0,253.2,43.04,188.0,15.98,142.0,133.0,4.4,4.0,1
129.0,0.0,0.0,0.0,98.0,16.66,240.7,20.46,254.8,123.0,10.5,4.0,0
92.0,0.0,0.0,0.0,249.4,42.4,211.5,17.98,169.0,116.0,9.1,3.0,0
67.0,0.0,1.0,30.0,129.6,22.03,233.0,19.81,297.0,93.0,14.5,5.0,1
120.0,0.0,0.0,0.0,221.3,37.62,267.6,22.75,111.5,80.0,9.3,7.0,0
76.0,0.0,0.0,0.0,203.6,34.61,161.7,13.74,175.9,97.0,8.4,3.0,0
79.0,0.0,0.0,0.0,213.6,36.31,234.9,19.97,229.6,157.0,8.8,3.0,2
98.0,0.0,1.0,31.0,181.6,30.87,220.7,18.76,236.3,121.0,12.9,4.0,2
141.0,0.0,1.0,22.0,215.4,36.62,328.7,27.94,160.5,89.0,7.8,6.0,1
46.0,0.0,0.0,0.0,199.2,33.86,175.1,14.88,210.6,84.0,10.2,2.0,3
137.0,0.0,0.0,0.0,115.0,19.55,137.8,11.71,224.0,61.0,7.3,4.0,3
171.0,0.0,0.0,0.0,270.5,45.99,230.0,19.55,136.0,111.0,9.6,5.0,1
10.0,0.0,0.0,0.0,222.2,37.77,153.1,13.01,227.4,80.0,12.9,4.0,1
88.0,0.0,0.0,0.0,61.9,10.52,262.6,22.32,212.5,110.0,8.8,2.0,3
82.0,0.0,0.0,0.0,189.2,32.16,184.4,15.67,255.8,83.0,10.6,5.0,3
139.0,0.0,0.0,0.0,196.0,33.32,186.0,15.81,153.0,92.0,9.8,1.0,3
87.0,0.0,0.0,0.0,171.6,29.17,205.0,17.43,170.6,114.0,13.8,4.0,0
137.0,1.0,0.0,0.0,174.0,29.58,161.3,13.71,260.7,98.0,11.4,3.0,2
45.0,0.0,0.0,0.0,78.6,13.36,187.3,15.92,184.2,111.0,7.4,5.0,1
103.0,0.0,0.0,0.0,141.3,24.02,253.6,21.56,215.8,96.0,6.4,2.0,1
100.0,0.0,0.0,0.0,235.8,40.09,176.0,14.96,63.6,122.0,7.3,1.0,2
110.0,0.0,0.0,0.0,185.1,31.47,165.1,14.03,111.6,104.0,6.3,4.0,3
124.0,0.0,0.0,0.0,254.3,43.23,78.9,6.71,153.2,69.0,11.8,2.0,2
10.0,0.0,0.0,0.0,183.0,31.11,214.8,18.26,206.4,73.0,8.7,6.0,2
89.0,0.0,1.0,29.0,163.5,27.8,274.8,23.36,381.9,147.0,7.5,5.0,2
121.0,0.0,0.0,0.0,207.9,35.34,210.5,17.89,109.6,114.0,7.7,2.0,2
101.0,0.0,0.0,0.0,248.6,42.26,174.9,14.87,207.2,86.0,6.1,3.0,3
103.0,0.0,1.0,31.0,185.4,31.52,197.6,16.8,147.1,110.0,14.5,4.0,2
51.0,0.0,0.0,0.0,197.8,33.63,221.0,18.79,168.6,134.0,8.9,5.0,1
2.0,1.0,0.0,0.0,132.1,22.46,138.9,11.81,192.6,119.0,9.1,1.0,2
111.0,0.0,0.0,0.0,197.1,33.51,227.8,19.36,214.0,101.0,9.3,11.0,0
118.0,0.0,0.0,0.0,154.6,26.28,184.2,15.66,217.4,102.0,12.6,5.0,2
17.0,0.0,1.0,31.0,153.1,26.03,185.9,15.8,224.3,102.0,10.0,1.0,6
130.0,0.0,0.0,0.0,211.2,35.9,231.1,19.64,220.9,80.0,6.3,9.0,2
137.0,0.0,0.0,0.0,141.1,23.99,147.2,12.51,254.7,75.0,8.0,7.0,2
185.0,0.0,1.0,29.0,151.1,25.69,244.7,20.8,154.4,91.0,13.8,2.0,2
101.0,0.0,0.0,0.0,209.6,35.63,228.8,19.45,172.4,85.0,7.6,2.0,3
95.0,0.0,1.0,32.0,247.0,41.99,125.6,10.68,226.5,90.0,10.5,4.0,3
126.0,0.0,0.0,0.0,321.3,54.62,167.9,14.27,193.6,106.0,8.0,4.0,1
124.0,0.0,0.0,0.0,251.5,42.76,214.2,18.21,186.1,71.0,11.1,6.0,3
97.0,1.0,0.0,0.0,236.9,40.27,157.6,13.4,241.0,120.0,7.3,2.0,0
28.0,0.0,0.0,0.0,159.7,27.15,216.7,18.42,206.7,116.0,9.3,3.0,2
90.0,1.0,0.0,0.0,148.2,25.19,220.4,18.73,134.2,97.0,9.2,1.0,4
190.0,0.0,0.0,0.0,150.9,25.65,268.6,22.83,179.9,73.0,14.7,1.0,1
52.0,0.0,1.0,24.0,170.9,29.05,201.4,17.12,159.0,124.0,4.1,5.0,2
73.0,0.0,0.0,0.0,254.7,43.3,90.2,7.67,153.4,60.0,10.6,8.0,0
98.0,0.0,0.0,0.0,0.0,0.0,159.6,13.57,167.1,88.0,6.8,1.0,4
106.0,1.0,0.0,0.0,133.7,22.73,187.8,15.96,181.9,89.0,10.7,2.0,1
111.0,0.0,0.0,0.0,224.9,38.23,191.9,16.31,229.9,97.0,10.3,3.0,0
59.0,0.0,0.0,0.0,151.8,25.81,209.9,17.84,266.9,86.0,11.9,5.0,1
71.0,0.0,1.0,22.0,141.4,24.04,163.0,13.86,220.0,99.0,5.6,3.0,2
55.0,0.0,0.0,0.0,285.7,48.57,230.9,19.63,230.7,140.0,14.8,7.0,0
13.0,0.0,0.0,0.0,58.4,9.93,262.2,22.29,159.0,115.0,11.9,5.0,1
136.0,0.0,1.0,16.0,90.4,15.37,201.3,17.11,227.1,115.0,13.1,4.0,0
123.0,0.0,0.0,0.0,114.4,19.45,216.6,18.41,250.6,102.0,11.0,3.0,0
105.0,0.0,0.0,0.0,147.7,25.11,222.7,18.93,163.5,102.0,12.8,3.0,2
50.0,0.0,1.0,31.0,302.7,51.46,240.5,20.44,193.9,103.0,13.6,14.0,3
118.0,0.0,0.0,0.0,136.1,23.14,204.2,17.36,228.2,90.0,11.3,4.0,1
73.0,0.0,0.0,0.0,217.8,37.03,220.6,18.75,277.3,89.0,10.3,6.0,1
35.0,0.0,0.0,0.0,124.2,21.11,123.9,10.53,135.7,100.0,13.1,8.0,2
64.0,0.0,0.0,0.0,206.2,35.05,232.4,19.75,251.6,96.0,13.6,2.0,1
63.0,0.0,0.0,0.0,132.9,22.59,67.0,5.7,160.4,121.0,9.9,2.0,3
117.0,0.0,1.0,31.0,104.9,17.83,237.6,20.2,263.4,104.0,7.7,6.0,3
115.0,0.0,0.0,0.0,245.0,41.65,250.7,21.31,270.2,124.0,13.7,8.0,1
162.0,0.0,0.0,0.0,184.5,31.37,224.0,19.04,180.5,82.0,11.6,3.0,1
89.0,0.0,0.0,0.0,89.5,15.22,179.3,15.24,225.1,116.0,12.3,1.0,3
94.0,1.0,0.0,0.0,235.6,40.05,194.8,16.56,170.6,93.0,8.6,4.0,1
129.0,0.0,0.0,0.0,186.0,31.62,262.3,22.3,98.9,63.0,11.5,6.0,4
96.0,0.0,0.0,0.0,179.5,30.52,162.3,13.8,264.5,133.0,6.6,2.0,1
108.0,0.0,0.0,0.0,112.0,19.04,193.7,16.46,208.9,93.0,4.1,4.0,4
97.0,0.0,1.0,32.0,168.4,28.63,225.9,19.2,191.8,95.0,8.5,7.0,0
84.0,0.0,1.0,42.0,214.3,36.43,188.2,16.0,333.5,117.0,11.3,10.0,0
65.0,0.0,0.0,0.0,245.7,41.77,241.9,20.56,285.3,117.0,4.2,5.0,4
131.0,0.0,1.0,34.0,156.6,26.62,71.0,6.04,261.7,120.0,13.4,10.0,1
58.0,1.0,1.0,43.0,142.8,24.28,272.3,23.15,193.4,105.0,8.9,4.0,1
54.0,0.0,0.0,0.0,116.8,19.86,123.1,10.46,217.5,101.0,12.0,2.0,1
125.0,0.0,1.0,39.0,236.1,40.14,289.2,24.58,175.4,107.0,9.1,4.0,2
72.0,0.0,1.0,21.0,138.1,23.48,260.1,22.11,135.4,118.0,8.2,2.0,2
141.0,0.0,0.0,0.0,51.9,8.82,162.0,13.77,223.5,115.0,10.1,3.0,3
113.0,0.0,0.0,0.0,81.3,13.82,220.6,18.75,235.7,113.0,8.9,3.0,0
20.0,0.0,1.0,35.0,171.5,29.16,153.1,13.01,165.6,125.0,7.1,3.0,0
212.0,0.0,0.0,0.0,126.0,21.42,144.3,12.27,302.8,102.0,7.6,3.0,1
99.0,1.0,0.0,0.0,197.2,33.52,156.0,13.26,204.1,99.0,9.9,6.0,4
94.0,0.0,0.0,0.0,194.1,33.0,227.2,19.31,190.4,115.0,15.3,4.0,1
40.0,0.0,0.0,0.0,115.7,19.67,127.8,10.86,107.5,91.0,9.3,6.0,1
86.0,0.0,1.0,29.0,157.2,26.72,196.3,16.69,226.7,109.0,8.4,5.0,3
101.0,0.0,0.0,0.0,269.7,45.85,207.6,17.65,214.2,107.0,4.5,15.0,3
105.0,0.0,0.0,0.0,227.4,38.66,268.5,22.82,143.3,82.0,13.0,4.0,1
140.0,1.0,1.0,27.0,188.9,32.11,160.9,13.68,197.7,100.0,11.5,5.0,4
101.0,0.0,0.0,0.0,0.0,0.0,192.1,16.33,168.8,95.0,7.2,4.0,1
98.0,0.0,1.0,19.0,110.5,18.79,227.8,19.36,243.6,84.0,11.0,4.0,1
104.0,0.0,0.0,0.0,167.6,28.49,219.2,18.63,215.9,94.0,11.7,2.0,4
115.0,0.0,0.0,0.0,132.0,22.44,197.5,16.79,175.8,114.0,0.0,0.0,3
70.0,0.0,0.0,0.0,213.4,36.28,204.7,17.4,256.6,101.0,5.7,4.0,1
126.0,0.0,0.0,0.0,175.4,29.82,98.3,8.36,201.9,93.0,10.6,1.0,0
87.0,0.0,1.0,39.0,82.6,14.04,224.4,19.07,163.6,88.0,9.5,1.0,3
86.0,0.0,0.0,0.0,125.5,21.34,269.8,22.93,235.8,110.0,8.9,8.0,1
1.0,0.0,1.0,30.0,183.1,31.13,232.6,19.77,248.3,110.0,8.4,2.0,0
133.0,0.0,0.0,0.0,162.1,27.56,212.1,18.03,260.4,78.0,12.2,5.0,1
